Compound	HMDB	Kegg
CPD-22545		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16781</a>
CPD-8169	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30030</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07288</a>
CPD-17119		
CPD-20308		
CPD-12779	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB10725</a>	
CPD-26332		
O-DGAL-HEX-0:0		
CPD-8832		
CPD-21420		
CPD-25389		
CPD-669		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01513</a>
POLYNEURIDINE-ALDEHYDE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11632</a>
CPD0-2696		
CPD-23471		
CPD-14217		
CPD-21428		
CPD-26200	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB0015264</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07675</a>
CPD0-1808		
CPD-9853		
CPD-18563		
CPD-17978	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB04158</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05791</a>
CPD-25091		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D01767</a>
CPD2B4Q-21		
CPD-18056		
BETA-ALANYL-COA	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06805</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02335</a>
CPD-16833		
CPD-23449		
CPD-22472		
2INDANONE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07727</a>
CPD-25551		
CPD-18105		
CPD-15119		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01359</a>
CPD-18584		
CPD-26132		
CPD-18575		
7-O-ACETYLSALUTARIDINOL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05322</a>
CPD-25810		
2-O-ALPHA-MANNOSYL-D-GLYCERATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11544</a>
CPD-24700		
CPD-13515		
CPD-15658		
CPD-26572		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19914</a>
CPD-20799		
CPD-17849		
10-HYDROXYDIHYDROSANGUINARINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05247</a>
CPD-16161		
512-DIHYDROXANTHOMMATIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03476</a>
CPD-24204		
CPD-15448	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB39555</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20780</a>
CPD-25273		
CPD-15801		
CPD-19994		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D08584</a>
CPD-19034	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB35409</a>	
CPD-12580		
CPD-26425		
CPD-21746		
CPD-12385		
CPD-12005	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33212</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02535</a>
CPD-20388		
CPD-25931		
CPD-19882		
CPD-24948		
PHENANTHRENE-RING		
CPD-9412		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19677</a>
CPD-17988		
CPD-322		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00920</a>
CPD-7823		
CPD-11426		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06088</a>
CPD-21925		
CPD-17734		
CPD-14354		
CPD-7901	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34148</a>	
CPD-3486	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01544</a>	
CPD-25042		
CPD-23644		
CPD0-1351		
CPD-8960		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10729</a>
CPD-12904		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16468</a>
CPD-14704		
CPD-22828		
CPD-21273		
CPD-695	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36895</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06094</a>
GDP-4-DEHYDRO-6-L-DEOXYGALACTOSE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01391</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14830</a>
N-NITROARGININE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03417</a>
CPD-17189		
ALPHA-SANTONIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02206</a>
A-DGRO-DGAL-NON-2:6_1:A_2:KETO_3:D		
CPD-20136		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21693</a>
CPD-4664		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19708</a>
CPD-10759	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36197</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09621</a>
CPD-26094		
CPD-20589		
CPD-21719		
CPD-10574	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02340</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07215</a>
CPD-9225	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB15278</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06923</a>
CPD-25393		
CPD-24303		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17646</a>
THIOFORMAMIDE		
ALPHA-N-ACETYL-ETCETERA-ESTRADIOL-GLUCUR		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04806</a>
CPD-24505		
SALUTARIDINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05179</a>
CPD-24416		
CPD-24034		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>05654</a>
CPD-18256		
CPD-12896		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16464</a>
2-KETO-6-AMINO-CAPROATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12151</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03239</a>
CPD-16821	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60015</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00850</a>
BETAINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00043</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00719</a>
CPD-19260	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB14700</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12012</a>
CPD-14490		
CPD-5582	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB0031554</a> // <a href='http://www.hmdb.ca/metabolites/~A'>HMDB31554</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12285</a>
CPD-22543		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16780</a>
CPD-25221		
CPD-8499		
CPD-42		
6-PYRUVOYL-5678-TETRAHYDROPTERIN	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01195</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03684</a>
CPD-15155		
CPD-16823	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02042</a>	
CPD-24267		
12-BIS4-HYDROXY-3-METHOXYPHENYLETHYLE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB32847</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04547</a>
6E8Z11Z14Z-5S-5-HYDROPEROXYCOSA-6	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB11135</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05356</a>
CADAVERINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02322</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01672</a>
CPD-18413		
CPD-20748		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09642</a>
CPD-17722		
CPD-14196		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17584</a>
CPD-25166		
CPD-22763		
CPD-16603		
CPD-13100		
COB-I-ALAMIN	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03429</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00853</a>
CPD-8412		
CPD-15997		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20739</a>
CPD-10632		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03918</a>
CPD-25558		
CPD-19026		
CPD-8447		
CPD-23022		
CPD-693	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB35140</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06082</a>
CPD-26454		
CPD-19608		
6-KESTOSE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33673</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>G02540</a>
CPD-20094		
CPD-14840		
CPD-15302		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20132</a>
CPD-22509		
CPD-4621	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12212</a>	
CPD-9043		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11542</a>
CPD-13238		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>G01967</a>
CPD-4504		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18787</a>
12-DEHYDRORETICULINIUM		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06167</a>
CPD-17770	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB31457</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10219</a>
ADENOSINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00050</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00212</a>
CPD-23534		
CPD-23805		
CPD-17018		
CPD-14635		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20802</a>
56-DIHYDROXYINDOLE-2-CARBOXYLATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01253</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04185</a>
CPD-13298		
CPD-7643		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20954</a>
CPD-10229		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12109</a>
CPD-12543		
CPD-20097		
CPD-4186	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01170</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01189</a>
CPD-23764		
CPD-4663		
CPD-21288		
CPD-11403		
CPD-15441	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34745</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08945</a>
CPD-22421		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12603</a>
CPD-10309		
TAURINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00251</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00245</a>
CPD-15650		
METHYL-THMPT		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04488</a>
CPD-13717	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06343</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05699</a>
CPD-18844		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21429</a>
CPD-1121	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01125</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04299</a>
CPD-19318		
D-XYLONATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00502</a>
CPD-12925		
CPD-21762		
CPD-23912		
CPD-10244	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02183</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06429</a>
CPD-15630		
CPD-23454		
CPD-9288	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB29600</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11271</a>
CPD-25784		
X-DARA-HEX-2:5_2:KETO		
CPD-26424		
CPD0-2599		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D02888</a>
CPD-25978		
CPD0-2195		
CPD-6602	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02269</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10443</a>
CPD-10477		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16999</a>
CPD-21025		
CPD0-2565		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01800</a>
5Z13E-15S-69-ALPHA-EPOXY-11-ALPHA	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01335</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01312</a>
FERULIC-ACID	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00954</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01494</a>
PROGESTERONE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01830</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00410</a>
CPD-11852		
CPD-25492		
CPD-22222		
CPD-11779	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02326</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10205</a>
CPD-17374		
PRENAL	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12157</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07330</a>
CPD-14282	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB62231</a>	
CPD-18865		
CPD-24547		
CPD-26534		
CPD-22963		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D11519</a>
CPD-23860		
CPD-19252		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21391</a>
CPD-18284		
S-METHYL-3-PHOSPHO-1-THIO-D-GLYCERATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04399</a>
3-HYDROXY-3-4-METHYLPENT-3-EN-1-YLG-COA	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60372</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04675</a>
CPD-24610		
3-METHYLXANTHINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01886</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16357</a>
CPD-16744	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30323</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C13782</a>
CPD-22672		
CPD-18278		
DETHIOBIOTIN	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03581</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01909</a>
FE+4		
CPD-14872		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20644</a>
CPD-21970		
911-ALPHA-EPOXYPREGN-4-ENE-320-DIONE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04379</a>
CPD-15413		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18473</a>
CPD-26346		
ALPHA-MALTOSE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00163</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00897</a>
OXIDIZED-LUCIFERIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03717</a>
CPD-8337	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12380</a>	
CPD-25200		
CPD-11835		
CPD-18326		
CPD-13315	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB05789</a>	
CPD-21016		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06979</a>
CPD-9067		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11242</a>
CPD-7850		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08592</a>
CPD-24379		
CPD-25918		
CPD-1282		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04832</a>
CPD-22016		
CPD0-1407		
CPD-6642	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36595</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10498</a>
UDP-OHMYR-GLUCOSAMINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06022</a>
CPD-18989		
CPD-22214		
CPD0-1668		
CPD-19464		
CPD-3188	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01324</a>	
10-DESACETYLTAXUYUNNANIN-C		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15538</a>
CPD-23609		
CPD-13382		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18032</a>
CPD-25312		
CPD-21546		
CPD-25075		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D05319</a>
3-KETO-ADIPYL-COA	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60378</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02232</a>
CPD-19992		
CPD-25755		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10077</a>
CPD-18371		
CPD-4823		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01823</a>
CPD-20606	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB14724</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01690</a>
COBINAMIDE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06902</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05774</a>
CPD-18657		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21448</a>
CPD-11895		
CPD-24371		
CPD-4614		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03423</a>
CPD-10407		
CPD-25077		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D04006</a>
36-LACTONE-OF-3-HYDROXYADINYL-COA		
CPD-12777		
CPD-7969	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB35915</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07287</a>
CPD-23852		
CPD-18438		
CPD0-1646		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03783</a>
CPD-13034		
CPD-492		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02726</a>
CPD-4564	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30640</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12625</a>
CPD-25411		
CPD-18534		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18624</a>
CPD-14498	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34511</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20946</a>
CPD-12191		
CPD-21805		
CPD-17810		
CPD-14524		
CPD-18643		
CPD-21043		
CPD-22709		
CPD-11583		
N-FORMYLMETHIONINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01015</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03145</a>
CPD-16169		
CPD-20331		
CPD-26020		
CPD-13054		
CPD-20356		
CPD-8458		
CPD-21404		
CPD-19368		
CPD-24073		
GLYOX	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00119</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00048</a>
CPD0-2459	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB32538</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06771</a>
CPD-19392		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11024</a>
CPD-18432		
17-DIAMINOHEPTANE		
CPD-22860		
CPD-24464		
CPD-12430		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20234</a>
OXALACETIC_ACID	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00223</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00036</a>
CPD-21801		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C22086</a>
CPD-21053		
CPD-25084		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11718</a>
CPD-19471		
CPD-10011		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17962</a>
CPD-17658	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB29170</a>	
CPD-15662		
CPD-19153		
CPD-10404		
CPD-9792		
CPD-18568		
CPD-12339		
CPD-181	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB32989</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03837</a>
CPD-22025		
CPD-12571		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19739</a>
CPD-8238		
CPD-23451		
CPD-11230		
CPD-26188		
CPD-18375		
CPD-9710		
CPD-25802		
CPDQT-299		
CPD-21827		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16533</a>
CPD-19812		
CPD-26473		
CPD-26027		
CPD-14651		
CPD-26235		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08795</a>
CPD-20877		
CPD-24942		
CPD0-1898		
CPD-23948		
CPD-21318		
CPD-8242	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36164</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09750</a>
CPD-1134		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00684</a>
CPD-12821	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB13472</a>	
1-DEOXYXYLONOJIRIMYCIN		
CPD-16970		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C22147</a>
CPD-14013	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36076</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20230</a>
CPD-16376		
ACP-GROUP		
CPD-13092	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB10201</a>	
CPD-13376		
CPD-22636		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D05191</a>
CPD-8250		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08615</a>
CPD-21976		
CPD-24998		
PYRAZINAMIDE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB14483</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01956</a>
LEUCOPELARGONIDIN-CMPD	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB32322</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03648</a>
CPD-17902		
CPD-13908		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18870</a>
5-DEHYDROGLUCONATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB11731</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01062</a>
20S22S25S-2225-EPOXYFUROST-ETC-GLUCOSIDE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04859</a>
CPD-25195		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D10172</a>
CPD-26468	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB0033585</a>	
CPD-8896	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03990</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05425</a>
DGMP	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01044</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00362</a>
CPD-6201		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11862</a>
CPD-12804		
CPD-15384		
CPD-10188		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14695</a>
CPD-21168		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18832</a>
CPD0-2501		
CPD-21075		
CPD-20723		
ESTRONE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00145</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00468</a>
CPD-15366		
A-DMAN-OCT-2:6_1:A_2:KETO_3:D		
CPD-11496	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB60747</a>	
CPD-15262		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20607</a>
CO+1		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19171</a>
CPD-1105		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01214</a>
CPD-8912	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB35698</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10682</a>
CPD-25502		
CPD-6441	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33968</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20645</a>
CPD-8863		
CPD-7648		
CPD-24661		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14794</a>
CPD0-1025		
ALPHABETA-TREHALOSE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB29880</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>G11545</a>
CPD0-1303		
CPD-17690		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18213</a>
CPD-11941	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB41310</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05907</a>
CPD-25373		
CPD-26630		
CPD-20769		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21893</a>
CPD-23974		
CPD-25807		
CPD-25650		
CPD-22091		
CPD-17382		
CPD-26616		
CPD-20640		
CPD-8309		
CPD-18337		
CPD-17611		
CPD-17786	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB14544</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06686</a>
CPD-9920		
CPD-12546		
CPD1G-852		
CPD-13465		
CPD-22599		
CPD66-79		
CPD-186		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05364</a>
CPD-17641		
CPD-8049	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB32777</a>	
SULFUR-DIOXIDE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34834</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09306</a>
CPD-17500		
CPD-15506		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16497</a>
CPD-21484		
CPD-3623	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00792</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08277</a>
CPD-14915		
CPD-25992		
CPD-401	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00194</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01262</a>
CPD66-53	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12587</a>	
CPD-14064		
BENZENESULFONATE		
CPD0-1689		
CPD-21072		
CPD-19671		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15956</a>
CPD-21177		
CPD-9101		
CPD-15368		
CPD-13907		
CPD-18221		
CPD-9525		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09680</a>
CPD-9907		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18224</a>
CPD-12445		
CPD-8130		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02814</a>
