Compound	HMDB	Kegg
CPD-21142		
CPD-631		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03354'>C03354</a>
CPD-15387		
PENICILLIN-N		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06564'>C06564</a>
CPD-9422		
CPD-20656		
CPD-9224	<a href='http://www.hmdb.ca/metabolites/HMDB14851'>HMDB14851</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07334'>C07334</a>
5-HYDROXY-FERULOYL-COA		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12203'>C12203</a>
CPD-19521		
CPD-9220	<a href='http://www.hmdb.ca/metabolites/HMDB15541'>HMDB15541</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07177'>C07177</a>
CPD-15754		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12355'>C12355</a>
CPD-9196	<a href='http://www.hmdb.ca/metabolites/HMDB14561'>HMDB14561</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08126'>C08126</a>
CPD-19064		
CPD-12766		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11500'>C11500</a>
PHOSPHORIBOSYL-ATP	<a href='http://www.hmdb.ca/metabolites/HMDB03665'>HMDB03665</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02739'>C02739</a>
CPD-21145		
CPD0-2084		
CPD-16806		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21102'>C21102</a>
ISOPENICILLIN-N		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05557'>C05557</a>
INDOLE-3-ACETYL-BETA-4-D-GLUCOSE		
CPD-11648	<a href='http://www.hmdb.ca/metabolites/HMDB05923'>HMDB05923</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C22293'>C22293</a>
CPD-9222		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D08350'>D08350</a>
CPD-21761		
DEOXY-HYDROXYMETHYLCYTIDINE-PHOSPHATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03997'>C03997</a>
CPD-9218	<a href='http://www.hmdb.ca/metabolites/HMDB14717'>HMDB14717</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06869'>C06869</a>
CPD-235		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02798'>C02798</a>
CPD-15401		
CPD-9122		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17403'>C17403</a>
CPD-122	<a href='http://www.hmdb.ca/metabolites/HMDB00703'>HMDB00703</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01984'>C01984</a>
7-METHYLXANTHOSINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16352'>C16352</a>
PENICILLIN-G	<a href='http://www.hmdb.ca/metabolites/HMDB15186'>HMDB15186</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05551'>C05551</a>
CPD-6122		
CPD0-1042	<a href='http://www.hmdb.ca/metabolites/HMDB02721'>HMDB02721</a>	
CPD-9223		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C13110'>C13110</a>
CPD-9371		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17367'>C17367</a>
CPD-15388		
CPD-9219		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11170'>C11170</a>
5-4-ACETOXYBUT-1-YNYL-2-2-BITHIOPHENE	<a href='http://www.hmdb.ca/metabolites/HMDB34454'>HMDB34454</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04485'>C04485</a>
CPD-328		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01993'>C01993</a>
CPD-9195	<a href='http://www.hmdb.ca/metabolites/HMDB14559'>HMDB14559</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06574'>C06574</a>
CPD-15459	<a href='http://www.hmdb.ca/metabolites/HMDB11668'>HMDB11668</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15658'>C15658</a>
CPD-15385		
ISONOCARDICIN-A		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00927'>C00927</a>
CPD-19011		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11344'>C11344</a>
CPD-9416		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17352'>C17352</a>
CPD-15423		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12458'>C12458</a>
CPD-19210		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17350'>C17350</a>
CPD-19008		
CPD-19207		
CPD0-2039		
CPD-24225		
NOCARDICIN-A		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01941'>C01941</a>
HYDROXYAMINOBENZENE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02720'>C02720</a>
CPD-9417		
CPD-21570		
CPD-19211		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17353'>C17353</a>
ZOLEDRONATE	<a href='http://www.hmdb.ca/metabolites/HMDB14543'>HMDB14543</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D08689'>D08689</a>
ERYTHRULOSE	<a href='http://www.hmdb.ca/metabolites/HMDB06293'>HMDB06293</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02045'>C02045</a>
CPD-19525		
CPD-19208		
CPD-23418		
3-Methyl-Adenines	<a href='http://www.hmdb.ca/metabolites/HMDB11600'>HMDB11600</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00913'>C00913</a>
NOCARDICIN-E		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01739'>C01739</a>
CPD-12005	<a href='http://www.hmdb.ca/metabolites/HMDB33212'>HMDB33212</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02535'>C02535</a>
CPD0-2377	<a href='http://www.hmdb.ca/metabolites/HMDB00897'>HMDB00897</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02242'>C02242</a>
CPD-9418		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17355'>C17355</a>
CPD-581	<a href='http://www.hmdb.ca/metabolites/HMDB01888'>HMDB01888</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03134'>C03134</a>
CPD-19180	<a href='http://www.hmdb.ca/metabolites/HMDB02099'>HMDB02099</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08434'>C08434</a>
CPD-9415		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17351'>C17351</a>
CPD-923		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07733'>C07733</a>
CPD-13319	<a href='http://www.hmdb.ca/metabolites/HMDB01566'>HMDB01566</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02230'>C02230</a>
CPD-19209		
4-METHYL-UMBELLIFERYL-PHOSPHATE		
1-ETHYLADENINE		
CPD-9235	<a href='http://www.hmdb.ca/metabolites/HMDB14499'>HMDB14499</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06840'>C06840</a>
CPD-15262		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20607'>C20607</a>
CPD-22116		
N1-METHYLADENINE	<a href='http://www.hmdb.ca/metabolites/HMDB11599'>HMDB11599</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02216'>C02216</a>
CPD-18931		
CPD-21977		
CPD-19524	<a href='http://www.hmdb.ca/metabolites/HMDB03162'>HMDB03162</a>	
CPD0-1945		
CPD-22119		
CPD-13320	<a href='http://www.hmdb.ca/metabolites/HMDB11614'>HMDB11614</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02241'>C02241</a>
H2SO3	<a href='http://www.hmdb.ca/metabolites/HMDB34829'>HMDB34829</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00094'>C00094</a>
CPD-22102		
1-METHYLADENOSINE	<a href='http://www.hmdb.ca/metabolites/HMDB03331'>HMDB03331</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02494'>C02494</a>
CPD-21542		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19440'>C19440</a>
CPD-21971		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12098'>C12098</a>
VELLOSIMINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11634'>C11634</a>
CPD-22115		
CPD-23312		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C10468'>C10468</a>
CPD-21972		
CPD-11864		
CPD-565		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01215'>C01215</a>
CPD-9117		
CPD-21879		
4-CHLORORESORCINOL		
CPD-21914		
CPD-15134		
CPD-21861		
CPD-18780		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21282'>C21282</a>
CPD-21905		
CPD0-1885		
CPD-21858		
GAMMA-PENTACHLOROCYCLOHEXANE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06596'>C06596</a>
CPD-21897		
CPD-21472		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15677'>C15677</a>
CPD-21855		
TRICHLOROFLUOROETHENE		
CPD-21893		
CPD-2301		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03458'>C03458</a>
CPD-21852		
CPD-11670		
CPD-21880		
CPD-5461		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C13708'>C13708</a>
CPD-21849		
CPD-9025	<a href='http://www.hmdb.ca/metabolites/HMDB10738'>HMDB10738</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16358'>C16358</a>
CPD-21915		
34-DEHYDRO-14-THIOMORPHOLINE-3-CARBOXY		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04445'>C04445</a>
CPD-21862		
CPD-14966		
CPD-21912		
CPD-18741		
CPD-21859		
CPD-16005		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20745'>C20745</a>
CPD0-1717		
CPD-21900		
CPD-16006		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20744'>C20744</a>
ETHYL-2-METHYLACETOACETATE		
CPD-21856		
CPD-21343		
CPD-21894		
TETRAHYDROTHIOPHENE		
CPD-21853		
CPD-22824		
CPD-13167		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20419'>C20419</a>
CPD-21882		
CPD-11559		
CPD-262	<a href='http://www.hmdb.ca/metabolites/HMDB12206'>HMDB12206</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03691'>C03691</a>
CPD-21850		
CPD-518	<a href='http://www.hmdb.ca/metabolites/HMDB13046'>HMDB13046</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02744'>C02744</a>
CPD-18062		
CPD-21916		
CPD-8974		
CPD-10737		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21384'>C21384</a>
CPD-21863		
3-O-L-ALANYL-1-O-PHOSPHATIDYLGLYCEROL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04372'>C04372</a>
CPD-18464		
CPD-21913		
CPD-14698		
CPD-10755		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20083'>C20083</a>
CPD-21860		
CPD-18623		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21446'>C21446</a>
CMP-KDO		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04121'>C04121</a>
CPD-21904		
CPD0-1681		
CPD-23864		
CPD-21857		
ECTOINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06231'>C06231</a>
CPD-21896		
CPD-21141		
CPD-3732	<a href='http://www.hmdb.ca/metabolites/HMDB62560'>HMDB62560</a>	
CPD-21854		
SUCCIMIDE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07273'>C07273</a>
CPD-21883		
CPD-11420		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17018'>C17018</a>
CPD-21851		
CPD-485		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03709'>C03709</a>
CPD-21909		
3-HYDROXY-CISCIS-MUCONATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03676'>C03676</a>
CPD-21892		
CPD-14564		
CPD-21889		
CPD-18533		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C18621'>C18621</a>
CPD-21911		
CPD0-1646		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03783'>C03783</a>
CPD-21907		
DIMYRISTOYLPHOSPHATIDYLCHOLINE	<a href='http://www.hmdb.ca/metabolites/HMDB07866'>HMDB07866</a>	
CPD-21890		
CPD-21004		
CPD-21908		
SELENOLIPOATE		
CPD-21891		
CPD-11249		
CPD-21932		
CPD-4587	<a href='http://www.hmdb.ca/metabolites/HMDB30590'>HMDB30590</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20445'>C20445</a>
CPD-21929		
3-AMINO-12-PROPANEDIOL		
CPD-21926		
CPD-14447		
CPD-21923		
CPD-8816	<a href='http://www.hmdb.ca/metabolites/HMDB13676'>HMDB13676</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C21298'>C21298</a>
CPD-21946		
CPD-18344		
CPD-21933		
CPD0-1605		
CPD-21930		
CPD-10223		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12211'>C12211</a>
CPD-21927		
CPD-20953		
CPD-21924		
DIHYDROSTREPTOMYCIN-3-ALPHA-6-BISPHOSPH		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01280'>C01280</a>
CPD0-2583		
CPD-21947		
S-N-METHYLCOCLAURINE	<a href='http://www.hmdb.ca/metabolites/HMDB60319'>HMDB60319</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05176'>C05176</a>
CPD-21917		
CPD-1097	<a href='http://www.hmdb.ca/metabolites/HMDB06344'>HMDB06344</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04148'>C04148</a>
CPD-21934		
CPD-4505	<a href='http://www.hmdb.ca/metabolites/HMDB31810'>HMDB31810</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11285'>C11285</a>
CPD-21931		
2346-TETRAHYDROXYBENZOPHENONE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06355'>C06355</a>
CPD-21928		
CPD-14365		
CPD-21925		
CPD-863		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?c03448'>c03448</a>
CPD-21948		
CPD-18329		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05150'>C05150</a>
CPD-21922		
CPD0-1571		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D08601'>D08601</a>
CPD-21945		
CPD-10143		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01023'>C01023</a>
CPD-9261	<a href='http://www.hmdb.ca/metabolites/HMDB14904'>HMDB14904</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06662'>C06662</a>
CPD-20831		
DIETHYLDITHIOCARBAMATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19150'>C19150</a>
RS-TETRAHYDROBENZYLISOQUINOLINE	<a href='http://www.hmdb.ca/metabolites/HMDB04087'>HMDB04087</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05201'>C05201</a>
CPD-9231	<a href='http://www.hmdb.ca/metabolites/HMDB15536'>HMDB15536</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06665'>C06665</a>
CPD-10823		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04559'>C04559</a>
CPD0-2600		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D03895'>D03895</a>
CPD-435	<a href='http://www.hmdb.ca/metabolites/HMDB31188'>HMDB31188</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01857'>C01857</a>
CPD-15520		
2-OXOALDEHYDE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00538'>C00538</a>
CPD0-2611	<a href='http://www.hmdb.ca/metabolites/HMDB14898'>HMDB14898</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D08185'>D08185</a>
CPD-14298		
CPD-22376		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D07908'>D07908</a>
CPD-82		
CPD-18253		
CPD0-2068	<a href='http://www.hmdb.ca/metabolites/HMDB15428'>HMDB15428</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06897'>C06897</a>
CPD0-1512		
CPD-9228		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11754'>C11754</a>
CPD-10095		
CPD-12294	<a href='http://www.hmdb.ca/metabolites/HMDB15343'>HMDB15343</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06683'>C06683</a>
CPD-20579		
CPD-9229	<a href='http://www.hmdb.ca/metabolites/HMDB14599'>HMDB14599</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07761'>C07761</a>
DEOXYAMIDINOPROCLAVAMINATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06656'>C06656</a>
CPD-7034		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08722'>C08722</a>
QUINOLIN-4-OL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06343'>C06343</a>
CPD-9227	<a href='http://www.hmdb.ca/metabolites/HMDB14707'>HMDB14707</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06895'>C06895</a>
CPD-10770		
CPD-4204		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16429'>C16429</a>
2-HYDROXYFORMONONETIN	<a href='http://www.hmdb.ca/metabolites/HMDB31720'>HMDB31720</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02920'>C02920</a>
CPD-9007		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19851'>C19851</a>
CPD-14126		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17582'>C17582</a>
CPD-14880		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C13050'>C13050</a>
CPD-7993		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C10974'>C10974</a>
ADENOSINE_DIPHOSPHATE_RIBOSE	<a href='http://www.hmdb.ca/metabolites/HMDB01178'>HMDB01178</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00301'>C00301</a>
CPD-18148		
CPD-15008		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20742'>C20742</a>
CPD0-1484		
CPD-10699		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01201'>C01201</a>
CPD-1005		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?c06579'>c06579</a>
CPD-861	<a href='http://www.hmdb.ca/metabolites/HMDB06336'>HMDB06336</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03246'>C03246</a>
6-AMINOPENICILLANATE	<a href='http://www.hmdb.ca/metabolites/HMDB60618'>HMDB60618</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02954'>C02954</a>
CPD-20478		
CPD-10794		
CPD-9377		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06669'>C06669</a>
D-HEXOSE-6-PHOSPHATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02965'>C02965</a>
CPD-20754		
PYRAZOLIDINE		
CPD-19952		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C14034'>C14034</a>
CPD-10672		
ADP-MANNOSE	<a href='http://www.hmdb.ca/metabolites/HMDB06369'>HMDB06369</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06192'>C06192</a>
CPD0-2597		
CPD-4023		
ADP-D-GLUCOSE	<a href='http://www.hmdb.ca/metabolites/HMDB06557'>HMDB06557</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00498'>C00498</a>
CPD-20758		
2-CL-5-OXO-2-5-DIH-FURAN-2-ACETATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04522'>C04522</a>
ADP-D-GLYCERO-D-MANNO-HEPTOSE	<a href='http://www.hmdb.ca/metabolites/HMDB29952'>HMDB29952</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06397'>C06397</a>
CPD-19953		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06883'>C06883</a>
CPD-14078		
ADP-L-GLYCERO-D-MANNO-HEPTOSE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06398'>C06398</a>
CPD0-2599		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D02888'>D02888</a>
CPD-7848		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06165'>C06165</a>
CPD-21283		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07250'>C07250</a>
CPD-17981		
CPD-20753		
CPD0-1438		
COFORMYCIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01677'>C01677</a>
CPD-20322		
CYCLOPENTANONE	<a href='http://www.hmdb.ca/metabolites/HMDB31407'>HMDB31407</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00557'>C00557</a>
POLYPRENYL-PPI		
CPD-10627		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C14408'>C14408</a>
CPD-21935		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12045'>C12045</a>
CPD-375	<a href='http://www.hmdb.ca/metabolites/HMDB03454'>HMDB03454</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00971'>C00971</a>
CPD-21887		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D09375'>D09375</a>
2-AMINO-4-CARBOXYPYRIMIDINE		
CPD-16432		
CPD-13960		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06799'>C06799</a>
CPD-21936		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12177'>C12177</a>
CPD-7699		
CPD-12825	<a href='http://www.hmdb.ca/metabolites/HMDB04136'>HMDB04136</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16884'>C16884</a>
CPD-21888		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D06650'>D06650</a>
CPD-17782		
CPD-6995		
CPD-21885		
CPD0-1401		
ERYTHRITOL	<a href='http://www.hmdb.ca/metabolites/HMDB02994'>HMDB02994</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00503'>C00503</a>
CPD-21895		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11225'>C11225</a>
CHLOROACETALDEHYDE	<a href='http://www.hmdb.ca/metabolites/HMDB13860'>HMDB13860</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06754'>C06754</a>
CPD-21886		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11222'>C11222</a>
CPD-20208		
GLYCEROL	<a href='http://www.hmdb.ca/metabolites/HMDB00131'>HMDB00131</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00116'>C00116</a>
CPDMETA-13642		
CPD-16716		
PHENANTHRENE-34-DIOL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03164'>C03164</a>
CPD-10570	<a href='http://www.hmdb.ca/metabolites/HMDB06500'>HMDB06500</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C07711'>C07711</a>
CPD-3610		
16-HYDROXYTABERSONINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11643'>C11643</a>
CPD-18729		
CPD-13890		
CPD-16699		
CPD-7652		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20559'>C20559</a>
CPD-16933		
S-ALLANTOIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02350'>C02350</a>
CPD-17697	<a href='http://www.hmdb.ca/metabolites/HMDB34731'>HMDB34731</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C10826'>C10826</a>
CPD-16934		
R--ALLANTOIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02348'>C02348</a>
CPD0-1329		
CPD-13821		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C18846'>C18846</a>
CAPSORUBIN	<a href='http://www.hmdb.ca/metabolites/HMDB36924'>HMDB36924</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C08585'>C08585</a>
CPD-17208		
CPD-20002		
CPD-13983		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01754'>C01754</a>
CPD66-18	<a href='http://www.hmdb.ca/metabolites/HMDB61047'>HMDB61047</a>	
CPD-13809	<a href='http://www.hmdb.ca/metabolites/HMDB15342'>HMDB15342</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C06912'>C06912</a>
OXOMALONATE	<a href='http://www.hmdb.ca/metabolites/HMDB31522'>HMDB31522</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C00830'>C00830</a>
CPD-20738		
CPD-15998		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C20741'>C20741</a>
CPD-1041		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C04353'>C04353</a>
CPD-20739		
CPD-13946		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11989'>C11989</a>
CPD-347		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02457'>C02457</a>
CPD-20740		
CPD-10321		
12-DIHYDROSANTONIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C02771'>C02771</a>
OLEANDOMYCIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C01946'>C01946</a>
CPD-13725		
CPD-15960		
CPD-7417	<a href='http://www.hmdb.ca/metabolites/HMDB60077'>HMDB60077</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C05839'>C05839</a>
CPD-13833		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11995'>C11995</a>
CPD-17545		
CPD-18261		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12102'>C12102</a>
CPD0-1245		
CPD-15949		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?D01339'>D01339</a>
BIS-GAMMA-GLUTAMYLCYSTINE	<a href='http://www.hmdb.ca/metabolites/HMDB38458'>HMDB38458</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03646'>C03646</a>
CPD-13830		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11994'>C11994</a>
CPD-19923		
CPD-13825		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C11992'>C11992</a>
CPD1F-462		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C16981'>C16981</a>
CPD-17212		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C12155'>C12155</a>
NORSPERMIDINE	<a href='http://www.hmdb.ca/metabolites/HMDB11634'>HMDB11634</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03375'>C03375</a>
CPD-15935		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15678'>C15678</a>
CPD-3193	<a href='http://www.hmdb.ca/metabolites/HMDB01119'>HMDB01119</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C19579'>C19579</a>
CPD-13822		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15680'>C15680</a>
11-DEOXYCORTICOSTERONE	<a href='http://www.hmdb.ca/metabolites/HMDB00016'>HMDB00016</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C03205'>C03205</a>
CPD-17209		
CPD-13645		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C17746'>C17746</a>
CPD-15932		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C15683'>C15683</a>
CPD-7298		
CPD-13810	<a href='http://www.hmdb.ca/metabolites/HMDB14916'>HMDB14916</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?C13173'>C13173</a>
CPD-17317		
CPD-17193		
CPD0-1157		
CPD-13949		
BACIMETHRIN		
CPD-10325		
CPD-19779		
