Compound	HMDB	Kegg
CPD-18935		
CPD-18271		
CPD-8296	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB09095</a>	
CPD-12185	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00745</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00884</a>
IPRONIAZID		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11777</a>
ENT-COPALYL-DIPHOSPHATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06089</a>
CPD-8388	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB09293</a>	
CPD-307		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04210</a>
CPD-20866		
CPD-8390	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB09489</a>	
CPD-22142		
CPD-24316		
CPD-8699		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18211</a>
CPD-8263		
CPD-18251		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08264</a>
3-OXO-6-ACETAMIDOHEXANOATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03682</a>
CPD-2183	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB10630</a>	
CPD0-1568		
CPD-5804		
CPD-26035		
CPD-8086	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB10645</a>	
CPD-25936		
CPD-10632		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03918</a>
CPD-2184		
CPD-21790		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18619</a>
CPD-9346		
CPD-21267		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C22010</a>
CPD-2185		
CPD-16876		
CPD-14102	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB13742</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20441</a>
CPD-8087	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB10675</a>	
TRIFLUOROMETHIONINE		
CPD0-2021		
CPD-20430		
CPD-8324		
CPD0-1565		
CPD-18154		
CPD-8326		
CPD-25469		
HYDROXYMETHYL-ETCETERA-DIHYDROXYCYCLOHEX		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04815</a>
CPD-20241		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21796</a>
CPD-8327		
CPD-21619		
CPD-20617		
CPD-8333	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12358</a>	
CPD-15507		
CPD-24168		
CPD-16927		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06086</a>
CPD-8337	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12380</a>	
SACCHAROPINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00279</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00449</a>
3-HYDROXY-PROPIONATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00700</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01013</a>
CPD-8338	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12391</a>	
CPD0-1386		
CPD-562		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03548</a>
CPD-16826		
CPD-8339	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12381</a>	
CPD-670		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01162</a>
CPD-10582	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB15504</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D01518</a>
CPD-16627		
CPD-8396		
CPD-24751		
CPD-9197		
CPD-8397		
CPD-8564		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01003</a>
CPD-19642		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08291</a>
CPD-14016	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB35417</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20243</a>
CPD-8399		
CPD-13939		
CPD0-1936		
CPD-14502		
CPD-8398		
ADENOSYL-HOMO-CYS	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00939</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00021</a>
CPD-18011		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10517</a>
CPD-8704		
S-CARBOXYMETHYL-D-CYSTEINE		
HISTAMINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00870</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00388</a>
CPD-13929		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20158</a>
CPD-8412		
CPD-312		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03790</a>
CPD-20498		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14176</a>
CPD-18580		
CPD-23413		
solanapyrone-E		
CPD-11534		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20145</a>
CPD-18633		
CPD-19529		
CPD-23982		
CPD-18627		
CPD-308		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01682</a>
3-B-D-GALACTOSYL-SN-GLYCEROL	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06790</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05401</a>
CPD1F-128		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06090</a>
CPD-18629		
CPD-22520		
CPD-545		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02704</a>
CPD-19968		
CPD-18648		
CPD-10475		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16001</a>
CPD-8695		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11879</a>
BETA-D-MANNOSYLPHOSPHODECAPRENOL		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04150</a>
CPD-11715	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00821</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05598</a>
CPD-9084		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00563</a>
CPD-19967		
CPD0-1627		
CPD-13911		
CPD-26032		
CPD-18380		
CPD-25939		
CPD0-1810		
CPD-18350		
CPD-21990		
CPD-17812		
CPD-20730		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21765</a>
CPD-8405		
CPD-17095		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21026</a>
GLUCOSYL-LIMONIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06740</a>
CPD-8367		
CPD0-1566		
CPD-20323		
CPD-20324		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21828</a>
CPD-18816		
CPD-8569		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03317</a>
VIGABATRIN	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB15212</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07500</a>
CPD-8265	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB07860</a>	
CPD-21707		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20978</a>
CPD-23629		
CPD-19175		
18-HYDROXYOLEATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19616</a>
CPD-15816	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB29437</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01683</a>
24-DICHLOROBENZOYL-COA		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06671</a>
CPD-17376		
SELENOHOMOCYSTEINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB04119</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05698</a>
CPD-511	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03426</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00831</a>
CPD-16840		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09093</a>
1016-DIHYDROXYPALMITATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB37798</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08285</a>
CPD0-1480		
CPD-10228		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12106</a>
CPD-17640		
CPD-673		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02703</a>
CPD-9015		
CPD-16719		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21827</a>
16-HYDROXYPALMITATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB06294</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18218</a>
CPD-25238		
CPD-13761		
CPD-7838		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19623</a>
CPD-15493		
CPD0-1701		
CPD-16534		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09092</a>
CPD-17653		
S-FORMYCINYLHOMOCYSTEINE		
CPD-13757		
CPD-8335	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12370</a>	
CPD-564		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03539</a>
CPD-10225		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12213</a>
CPD-14478		
CPD-26118		
CPD-23414		
CPD-9012		
CPD-8320		
CPD-19543		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11345</a>
CPD0-1691		
CPD-13922		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20148</a>
CPD-8383		
CPD-13483	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30397</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12033</a>
CPD-17697	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34731</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C10826</a>
KDO2-LIPID-A		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06026</a>
ISOWILLARDIINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB30376</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C08289</a>
ETHYL-2-METHYLACETOACETATE		
CPD-11424		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19816</a>
CPD2DNV-7		
CPD-310	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB33747</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03210</a>
CPD-20112		
KDO2-LIPID-IVA-COLD		
CPD-22701		
TRICHLOROETHENE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB29593</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06790</a>
CPD-9907		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18224</a>
CPD2DNV-8		
CPD-18753		
CPD-23513		
CPD2DNV-9		
CPD-12025		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05690</a>
CPD-473	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB13233</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02800</a>
CPD-23990		
CPD2B4Q-20		
2-AMINOMALONATE-SEMIALDEHYDE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11822</a>
2-PHENYL-2-1-PIPERDINYLPROPANE		
CPD-8268	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB07865</a>	
CPD-13653		
CPD-8267	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB07861</a>	
CARBAMOYL-P	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01096</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00169</a>
CPD-20542		
CPD-10143		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01023</a>
CPD-8459	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB35471</a>	
CPD-8882		
CPD-8450		
CPD-11758		
CPD-20270		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21824</a>
CPD0-1660		
CPD-8456	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB35469</a>	
CPD-17545		
CPD-8457	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB35470</a>	
CPD-18856		
ECTOINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06231</a>
CPD-8300		
CPD-19977		
CPD-8162		
CPD-16837		
TETCYCLACIS		
CPD-8164		
CPD-23438		
CPD-26122		
CPD-16681		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20208</a>
CPD-455		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03996</a>
CPD-8083		
2-HYDROXYMETHYL-4-OXOBUTANOATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04106</a>
CPD-8084		
CPD-15251		
CPD-10095		
CPD-21997		
CPD-8823		
CPD-14034		
CPD0-1618		
CPD-13315	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB05789</a>	
CPD-24307		
CPD-13868		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20185</a>
CPD-17317		
CPD-17315	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB10566</a>	
DIMETHYLSULFONIOACETATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03392</a>
CPD-9798		
CPD-10114		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19814</a>
CPD-19897		
CPD-24487		
STRICTOSIDINE-AGLYCONE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03309</a>
CPD66-46		
CPD-7092	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36748</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C18015</a>
CPD-23357		
CPD-449		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04703</a>
CPD-26121		
CPD-23415		
2-D-THREO-HYDROXY-3-CARBOXY-ISOCAPROATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12156</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04411</a>
CPD-8365		
CPD-1005		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>c06579</a>
CPD-8400		
CPD-20446		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21726</a>
CPD-8683		
CPD-8401		
CPD0-1587		
CPD-8375	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB08336</a>	
CPD-20259		
CPD-13114		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19844</a>
CPD-26114		
CPD-16950		
CPD-8374	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB08305</a>	
PHENYLETHYLAMINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12275</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05332</a>
CPD-18471		
DIHYDROMACARPINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05316</a>
4-HYDROXY-BUTYRATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB15507</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00989</a>
SALICYLAMIDE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB15687</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>D01811</a>
FARNESYL-PP	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00961</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00448</a>
TYRAMINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00306</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00483</a>
CPD-16833		
CPD-19771		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21491</a>
CPD-9649	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01469</a>	
CPD-23203		
CPD-21236		
CPD-22700		
CPD-16676		
2-AMINO-5-OXOCYCLOHEX-1-ENECARBOXYL-COA		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05165</a>
ALL-TRANS-HEPTAPRENYL-DIPHOSPHATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12187</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04216</a>
COFORMYCIN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01677</a>
GERANYLGERANYL-PP	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB04486</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00353</a>
CPD-25439		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02455</a>
CPD-14803		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20481</a>
CPD-843	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB29596</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C13827</a>
CPD-9650	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12217</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05847</a>
CPD0-1536		
CPD-21340		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04145</a>
CPD-16769		
CPD-14031		
CPD-12977		
ALL-TRANS-HEXAPRENYL-DIPHOSPHATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12188</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01230</a>
CPD-16885		
OCTAPRENYL-DIPHOSPHATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01094</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04146</a>
CPD-9107		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14402</a>
CPD-12804		
DICHLOROETHENE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06792</a>
CPD-9972		
S-ACETYLPHOSPHOPANTETHEINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03725</a>
CPD-9610	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB59616</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17432</a>
CPD-10427		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06335</a>
--ABIETADIENE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11878</a>
CPD-19595	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB32416</a>	
ALL-TRANS-PENTAPRENYL-DIPHOSPHATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12231</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04217</a>
CPD-22826		
CPD-8323		
CPD-24768		
CPD-8707		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11886</a>
16-METHOXY-23-DIHYDRO-3-HYDROXYTABERSON		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04578</a>
CPD-4201		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16424</a>
CPD-26112		
CPD-23564		
CPD-4753		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11877</a>
CHLORDECONE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB59603</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01792</a>
CPD-8386	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB09260</a>	
CPD-805		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06556</a>
CPD-8387	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB09291</a>	
CPD-23285		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14450</a>
CPD-23297		
CPD-12765	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00531</a>	
CPD-8332	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12357</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C13880</a>
CPD0-1499		
SN-GERANYLGERANYLGLYCERYL-1-PHOSPHATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04590</a>
CPD-18953	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB41965</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14403</a>
CPD-20436		
CPD-16703	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB14397</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07443</a>
CPD-25552		
DELTA1-PIPERIDEINE-2-CARBOXYLATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB01084</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04092</a>
CPD-26119		
CPD-9131		
CPD-20256		
R-6-HYDROXYNICOTINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03043</a>
CPD-12820	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB13504</a>	
CPD-19534		
CPD-12821	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB13472</a>	
CPD-10808		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C15563</a>
CPD-16931		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20924</a>
CPD-22689		
CPD-18398		
12-DIHYDROXY-6-METHYLCYCLOHEXA-35-DIEN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06731</a>
CPD-8082		
CPD-25822		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C14790</a>
CPD-16830		
CPD-396	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB00699</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02918</a>
CPD-8311		
CANAVANINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02706</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00308</a>
CPD-8330		
CPD-24166		
CPD-16668		
CPD-789		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06066</a>
CPD-18671		
CPD-12580		
CPD-18670		
CPD-23287		
CPD-14506	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB34950</a>	
CPD0-1474		
CPD-2186		
CPD-16510		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20808</a>
CPD-8313		
CPD-9158		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20669</a>
CPD-14028		
D-GALACTOSYLAMINE		
CPD-8074		
CPD-1944		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04687</a>
CPD-8075		
CPD-14873		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C12115</a>
CPD-12748		
QUERCETIN-337-TRISSULFATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C03897</a>
CPD-8077		
CPD-22472		
CPD-8395	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB09755</a>	
CPD-7367		
PHYTYL-PYROPHOSPHATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB11116</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C05427</a>
11-O-DEMETHYL-17-O-DEACETYLVINDOLINE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04318</a>
CPD-8403		
CPD-3734		
CPD-8377		
CPD-24767		
CPD-8701		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C09699</a>
BERBERINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB03409</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C00757</a>
CPD-26127		
CPD-7705		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C02233</a>
CPD-23863		
CPD-23563		
CPD-4750		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11901</a>
CPD-12483	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB11103</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C16356</a>
CPD-23725		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04808</a>
CPD0-1428		
CPD-24126		
CPD-23281		
CPD-21268		
CPD-16172		
CPD-23734		
CYCLOHEX-13-DIENE-56-DIHYDROXY-1-CARBO		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C19684</a>
CPD-24128		
CPD-20432		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21800</a>
CPD-19419		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21634</a>
1-183-2-183-SN-GLYCEROL-PHOSPHOCHOLINE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB08206</a>	
PROCLAVAMINATE		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06658</a>
CPD-9812		
CPD-20242		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C21819</a>
CPD-22332		
CPD-9801		
1-HYDROXY-2-BETA-D-GLUCOSYLOXY-910-AN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04719</a>
CPD-9890		
CPD-16928		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C20922</a>
CPD-3563		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11625</a>
CPD-9804		
ASPARAGUSATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB29611</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01892</a>
CPD-9806		
CPD-17678		
CPD-16827		
CPD-7656		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11685</a>
CPD-9797		
CPD-12328		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C17236</a>
CPD-17679		
CPD-16665	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB37591</a>	
CPD0-1375		
CPD-15929		
CPD-9386		
CPD-14503		
CPD6666-3	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB12273</a>	
CPD-19328		
CPD-14025		
PHLORETATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB02199</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01744</a>
CPD-9821		
CPD-22143		
CPD-24444		
CPD-9817		
CPD-11669		
--6-HYDROXY-3-OXO-ALPHA-IONONE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB36819</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C04223</a>
CPD-9819		
CPD-339		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C01218</a>
CPD-24443		
CPD-8434		
CPD1F-132		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11874</a>
ALPHABETA-DIDEHYDROTRYPTOPHAN		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C06732</a>
CPD-8431		
CPD-745		
CPD-13844		
CPD-8441		
CPD-8719		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11902</a>
CPD-12202		
CPD-8438		
CPD0-1305		
CPD-24225		
CPD-8435		
CPD-8696		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C11880</a>
CPD-15892		
CPD-8432		
CPD66-107		
CPD-8429		
CPD-26033		
CPD-19253		
CPD-8442		
PAMIDRONATE	<a href='http://www.hmdb.ca/metabolites/~A'>HMDB14427</a>	<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C07395</a>
CPD-8439		
CPD-21265		<a href='http://www.genome.ad.jp/dbget-bin/www_bget?~A'>C22008</a>
CPD-21939		
CPD-8436		
